idProject,Name,Description,startDate,endDate,Status
333,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-06-12,2023-10-12,ON_GOING
334,Aéroport régional,Projet Aéroport régional pour l'amélioration des infrastructures.,2020-11-11,2021-11-11,DELAYED
335,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-08-15,2022-12-15,DELAYED
336,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-12-12,2022-11-12,DELAYED
337,Immeuble résidentiel,Projet Immeuble résidentiel pour l'amélioration des infrastructures.,2020-10-20,2024-07-20,DELAYED
338,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-07-01,2024-04-01,ON_GOING
339,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-01-28,2020-12-28,DELAYED
340,Immeuble résidentiel,Projet Immeuble résidentiel pour l'amélioration des infrastructures.,2020-08-25,2024-01-25,DELAYED
341,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-02-05,2022-09-05,DELAYED
342,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-06-21,2023-10-21,DELAYED
343,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-08-20,2022-06-20,ON_GOING
344,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-01-11,2021-03-11,ON_GOING
345,Tour d’affaires,Projet Tour d’affaires pour l'amélioration des infrastructures.,2020-06-11,2023-09-11,DELAYED
346,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-12-23,2023-12-23,DELAYED
347,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-02-27,2023-08-27,DELAYED
348,Tour d’affaires,Projet Tour d’affaires pour l'amélioration des infrastructures.,2020-04-03,2020-12-03,ON_GOING
349,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-10-15,2022-04-15,DELAYED
350,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-07-24,2023-12-24,DELAYED
351,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-07-03,2023-01-03,DELAYED
352,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-09-23,2022-05-23,ON_GOING
353,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-01-28,2023-07-28,DELAYED
354,Logements sociaux,Projet Logements sociaux pour l'amélioration des infrastructures.,2020-03-03,2021-11-03,DELAYED
355,Barrage hydroélectrique,Projet Barrage hydroélectrique pour l'amélioration des infrastructures.,2020-06-10,2021-04-10,DELAYED
356,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-05-07,2022-11-07,DELAYED
357,Aéroport régional,Projet Aéroport régional pour l'amélioration des infrastructures.,2020-12-07,2022-05-07,DELAYED
358,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-04-09,2022-09-09,DELAYED
359,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-10-22,2023-09-22,ON_GOING
360,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-02-06,2022-04-06,COMPLETED
361,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-09-20,2021-04-20,ON_GOING
362,Logements sociaux,Projet Logements sociaux pour l'amélioration des infrastructures.,2020-10-13,2021-04-13,ON_GOING
363,Immeuble résidentiel,Projet Immeuble résidentiel pour l'amélioration des infrastructures.,2020-01-03,2023-10-03,ON_GOING
364,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-10-16,2022-03-16,DELAYED
365,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-09-08,2021-07-08,ON_GOING
366,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-09-04,2024-01-04,DELAYED
367,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-01-19,2021-03-19,DELAYED
368,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-01-03,2023-08-03,ON_GOING
369,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-08-07,2021-12-07,ON_GOING
370,Immeuble résidentiel,Projet Immeuble résidentiel pour l'amélioration des infrastructures.,2020-10-03,2024-02-03,DELAYED
371,Barrage hydroélectrique,Projet Barrage hydroélectrique pour l'amélioration des infrastructures.,2020-10-09,2021-06-09,DELAYED
372,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-05-19,2024-05-19,DELAYED
373,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-06-28,2022-11-28,COMPLETED
374,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-04-22,2021-11-22,DELAYED
375,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-03-27,2021-06-27,DELAYED
376,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-12-20,2022-04-20,ON_GOING
377,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-09-25,2023-04-25,ON_GOING
378,Aéroport régional,Projet Aéroport régional pour l'amélioration des infrastructures.,2020-05-18,2022-04-18,DELAYED
379,Barrage hydroélectrique,Projet Barrage hydroélectrique pour l'amélioration des infrastructures.,2020-12-28,2024-07-28,ON_GOING
380,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-08-27,2024-07-27,ON_GOING
381,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-01-14,2022-09-14,DELAYED
382,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-11-04,2024-02-04,DELAYED
383,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-09-11,2022-12-11,ON_GOING
384,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-05-24,2024-05-24,DELAYED
385,Aéroport régional,Projet Aéroport régional pour l'amélioration des infrastructures.,2020-08-16,2024-01-16,DELAYED
386,Tour d’affaires,Projet Tour d’affaires pour l'amélioration des infrastructures.,2020-02-04,2020-08-04,DELAYED
387,Immeuble résidentiel,Projet Immeuble résidentiel pour l'amélioration des infrastructures.,2020-12-12,2022-11-12,ON_GOING
388,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-01-19,2022-08-19,DELAYED
389,Barrage hydroélectrique,Projet Barrage hydroélectrique pour l'amélioration des infrastructures.,2020-08-01,2022-05-01,ON_GOING
390,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-09-07,2023-07-07,COMPLETED
391,Tour d’affaires,Projet Tour d’affaires pour l'amélioration des infrastructures.,2020-06-15,2022-10-15,ON_GOING
392,Logements sociaux,Projet Logements sociaux pour l'amélioration des infrastructures.,2020-06-25,2023-07-25,DELAYED
393,Tour d’affaires,Projet Tour d’affaires pour l'amélioration des infrastructures.,2020-04-13,2023-06-13,DELAYED
394,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-01-18,2022-03-18,DELAYED
395,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-09-11,2023-08-11,DELAYED
396,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-08-19,2023-08-19,DELAYED
397,Aéroport régional,Projet Aéroport régional pour l'amélioration des infrastructures.,2020-09-08,2023-08-08,COMPLETED
398,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-05-14,2024-04-14,ON_GOING
399,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-02-26,2021-09-26,COMPLETED
400,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-01-06,2021-03-06,ON_GOING
401,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-10-16,2022-09-16,DELAYED
402,Barrage hydroélectrique,Projet Barrage hydroélectrique pour l'amélioration des infrastructures.,2020-03-26,2022-01-26,DELAYED
403,Immeuble résidentiel,Projet Immeuble résidentiel pour l'amélioration des infrastructures.,2020-04-20,2023-06-20,DELAYED
404,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-03-24,2023-09-24,DELAYED
405,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-01-13,2021-05-13,COMPLETED
406,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-02-27,2021-10-27,ON_GOING
407,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-12-08,2024-11-08,DELAYED
408,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-03-26,2020-10-26,DELAYED
409,Immeuble résidentiel,Projet Immeuble résidentiel pour l'amélioration des infrastructures.,2020-10-22,2021-11-22,ON_GOING
410,Logements sociaux,Projet Logements sociaux pour l'amélioration des infrastructures.,2020-01-13,2023-05-13,DELAYED
411,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-11-15,2022-10-15,ON_GOING
412,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-11-01,2022-01-01,ON_GOING
413,Tour d’affaires,Projet Tour d’affaires pour l'amélioration des infrastructures.,2020-02-21,2021-08-21,DELAYED
414,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-05-24,2024-04-24,ON_GOING
415,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-10-03,2023-04-03,DELAYED
416,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-09-10,2023-10-10,DELAYED
417,Logements sociaux,Projet Logements sociaux pour l'amélioration des infrastructures.,2020-02-03,2023-10-03,ON_GOING
418,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-03-23,2023-04-23,DELAYED
419,Aéroport régional,Projet Aéroport régional pour l'amélioration des infrastructures.,2020-01-23,2023-06-23,ON_GOING
420,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-04-02,2023-01-02,ON_GOING
421,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-07-12,2023-01-12,DELAYED
422,Logements sociaux,Projet Logements sociaux pour l'amélioration des infrastructures.,2020-09-05,2022-12-05,DELAYED
423,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-02-23,2023-02-23,DELAYED
424,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-07-16,2021-09-16,ON_GOING
425,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-04-17,2023-06-17,DELAYED
426,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-09-01,2024-06-01,DELAYED
427,Barrage hydroélectrique,Projet Barrage hydroélectrique pour l'amélioration des infrastructures.,2020-05-03,2021-01-03,DELAYED
428,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-11-04,2021-06-04,ON_GOING
429,Immeuble résidentiel,Projet Immeuble résidentiel pour l'amélioration des infrastructures.,2020-09-14,2021-10-14,DELAYED
430,Tour d’affaires,Projet Tour d’affaires pour l'amélioration des infrastructures.,2020-05-05,2023-07-05,DELAYED
431,Barrage hydroélectrique,Projet Barrage hydroélectrique pour l'amélioration des infrastructures.,2020-07-07,2022-03-07,DELAYED
432,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-06-11,2022-12-11,DELAYED
433,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-02-10,2021-03-10,COMPLETED
434,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-01-12,2023-06-12,ON_GOING
435,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-10-14,2021-06-14,DELAYED
436,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-01-14,2021-10-14,DELAYED
437,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-08-21,2021-06-21,ON_GOING
438,Tour d’affaires,Projet Tour d’affaires pour l'amélioration des infrastructures.,2020-11-19,2024-01-19,ON_GOING
439,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-08-19,2021-04-19,DELAYED
440,Immeuble résidentiel,Projet Immeuble résidentiel pour l'amélioration des infrastructures.,2020-10-06,2024-06-06,ON_GOING
441,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-05-07,2021-07-07,DELAYED
442,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-07-08,2022-07-08,DELAYED
443,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-01-05,2022-06-05,DELAYED
444,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-04-11,2020-10-11,ON_GOING
445,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-04-18,2023-10-18,DELAYED
446,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-05-20,2022-11-20,DELAYED
447,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-03-26,2021-06-26,ON_GOING
448,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-01-06,2020-10-06,DELAYED
449,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-03-19,2021-01-19,ON_GOING
450,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-03-19,2021-02-19,DELAYED
451,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-01-12,2022-10-12,DELAYED
452,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-11-28,2024-10-28,ON_GOING
453,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-05-02,2023-04-02,DELAYED
454,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-09-19,2022-11-19,DELAYED
455,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-03-12,2023-08-12,DELAYED
456,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-05-01,2021-01-01,DELAYED
457,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-11-28,2023-05-28,COMPLETED
458,Tour d’affaires,Projet Tour d’affaires pour l'amélioration des infrastructures.,2020-02-28,2022-07-28,COMPLETED
459,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-12-08,2024-09-08,DELAYED
460,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-01-08,2021-09-08,DELAYED
461,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-12-12,2022-11-12,ON_GOING
462,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-08-23,2022-03-23,COMPLETED
463,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-04-28,2023-03-28,ON_GOING
464,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-08-19,2024-07-19,ON_GOING
465,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-12-19,2022-11-19,DELAYED
466,Tour d’affaires,Projet Tour d’affaires pour l'amélioration des infrastructures.,2020-05-16,2022-06-16,DELAYED
467,Tour d’affaires,Projet Tour d’affaires pour l'amélioration des infrastructures.,2020-04-19,2022-03-19,DELAYED
468,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-04-09,2023-07-09,DELAYED
469,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-04-11,2021-02-11,DELAYED
470,Aéroport régional,Projet Aéroport régional pour l'amélioration des infrastructures.,2020-03-28,2022-05-28,DELAYED
471,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-06-23,2020-12-23,DELAYED
472,Aéroport régional,Projet Aéroport régional pour l'amélioration des infrastructures.,2020-01-18,2021-08-18,ON_GOING
473,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-08-10,2022-05-10,DELAYED
474,Immeuble résidentiel,Projet Immeuble résidentiel pour l'amélioration des infrastructures.,2020-02-22,2021-04-22,DELAYED
475,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-01-08,2022-07-08,DELAYED
476,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-06-15,2023-08-15,ON_GOING
477,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-04-26,2023-01-26,DELAYED
478,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-02-11,2022-04-11,ON_GOING
479,École primaire,Projet École primaire pour l'amélioration des infrastructures.,2020-10-24,2024-07-24,ON_GOING
480,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-07-22,2024-02-22,DELAYED
481,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-02-17,2021-10-17,DELAYED
482,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-07-18,2023-10-18,ON_GOING
483,Construction de pont,Projet Construction de pont pour l'amélioration des infrastructures.,2020-12-13,2023-08-13,ON_GOING
484,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-02-09,2023-12-09,DELAYED
485,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-06-27,2024-05-27,DELAYED
486,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-03-07,2022-07-07,COMPLETED
487,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-06-07,2021-05-07,ON_GOING
488,Immeuble résidentiel,Projet Immeuble résidentiel pour l'amélioration des infrastructures.,2020-12-08,2022-02-08,DELAYED
489,Tour d’affaires,Projet Tour d’affaires pour l'amélioration des infrastructures.,2020-01-08,2020-07-08,ON_GOING
490,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-02-20,2021-06-20,DELAYED
491,Stade de football,Projet Stade de football pour l'amélioration des infrastructures.,2020-06-14,2024-02-14,ON_GOING
492,Aéroport régional,Projet Aéroport régional pour l'amélioration des infrastructures.,2020-11-15,2022-07-15,DELAYED
493,Aéroport régional,Projet Aéroport régional pour l'amélioration des infrastructures.,2020-04-14,2022-08-14,DELAYED
494,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-09-01,2021-10-01,COMPLETED
495,Usine de production,Projet Usine de production pour l'amélioration des infrastructures.,2020-06-01,2022-12-01,ON_GOING
496,Hôpital public,Projet Hôpital public pour l'amélioration des infrastructures.,2020-08-22,2023-04-22,ON_GOING
497,Immeuble résidentiel,Projet Immeuble résidentiel pour l'amélioration des infrastructures.,2020-08-12,2023-03-12,DELAYED
498,Rénovation de route,Projet Rénovation de route pour l'amélioration des infrastructures.,2020-05-17,2021-12-17,DELAYED
499,Centre commercial,Projet Centre commercial pour l'amélioration des infrastructures.,2020-03-19,2021-06-19,DELAYED
500,Logements sociaux,Projet Logements sociaux pour l'amélioration des infrastructures.,2020-02-06,2022-06-06,DELAYED
